"Record ID","Country","City","Temperature","Humidity","Precipitation","Air Quality Index","Extreme Weather Events","Climate Classification","Climate Zone","Biome Type","Heat Index","Wind Speed","Wind Direction","Season","Population Exposure","Economic Impact Estimate","Infrastructure Vulnerability Score","Date"
"aus_1124","Australia","Melbourne","17",23,"76.1",222,"None","Koeppen-B","Arid","Grassland","18.1","20.3","NW","Winter","7565305","6838258.73",3,"2025-01-27"
"aus_1125","Australia","Melbourne","14.6",38,"30.2",195,"None","Koeppen-D","Arid","Grassland","16.5","14.3","NE","Winter","9266879","51015569.34",7,"2025-01-28"
"aus_1126","Australia","Melbourne","32",87,"20",39,"None","Koeppen-D","Arid","Wetland","36.4","37.9","SW","Winter","3088249","60221420.11",8,"2025-01-29"
"aus_1127","Australia","Melbourne","37.8",33,"161.1",400,"None","Koeppen-A","Arid","Grassland","39.4","5.1","N","Winter","2251337","67906586.27",4,"2025-01-30"
"aus_1128","Australia","Melbourne","17.3",81,"171",484,"None","Koeppen-A","Arid","Forest","21.4","16.7","W","Winter","801648","14567598.24",7,"2025-01-31"
"aus_1129","Australia","Melbourne","26.8",23,"16.3",304,"None","Koeppen-B","Arid","Grassland","27.9","21.4","S","Winter","7548069","87098102.56",10,"2025-01-02"
"aus_113","Australia","Sydney","22.2",99,"62.1",147,"None","Koeppen-A","Arid","Forest","27.1","13.7","N","Spring","2075676","30423963.42",8,"2024-04-22"
"aus_1130","Australia","Melbourne","27.1",16,"8.6",488,"None","Koeppen-B","Arid","Forest","27.9","21.1","SW","Winter","3433895","97883607.45",4,"2025-02-02"
"aus_1131","Australia","Melbourne","13.7",93,"139.8",419,"None","Koeppen-A","Arid","Wetland","18.4","2.3","W","Winter","5604455","34361681.64",9,"2025-03-02"
"aus_1132","Australia","Melbourne","20.1",57,"27.2",309,"None","Koeppen-C","Arid","Forest","23","33.9","W","Winter","5167941","125544.36",8,"2025-04-02"
"aus_1133","Australia","Melbourne","37.4",37,"77.2",269,"None","Koeppen-C","Arid","Desert","39.2","15.5","W","Winter","1356694","89815874.29",4,"2025-05-02"
"aus_1134","Australia","Melbourne","2",38,"178",19,"None","Koeppen-B","Arid","Grassland","3.9","30.3","E","Winter","8620547","5628598.2",7,"2025-06-02"
"aus_1135","Australia","Melbourne","22.1",47,"20.3",206,"None","Koeppen-B","Arid","Wetland","24.5","22.6","SE","Winter","7836026","4423770.62",2,"2025-07-02"
"aus_1136","Australia","Melbourne","30.7",71,"152.5",342,"Heatwave","Koeppen-A","Arid","Forest","34.2","38.8","NW","Winter","2631965","2244551.94",4,"2025-08-02"
"aus_1137","Australia","Melbourne","41.9",93,"95.9",257,"Drought","Koeppen-A","Arid","Grassland","46.5","13.1","NE","Winter","2799531","90257690.31",6,"2025-09-02"
"aus_1138","Australia","Melbourne","26.7",68,"182.6",97,"None","Koeppen-D","Arid","Tundra","30.1","8.8","W","Winter","5558323","78383248.54",10,"2025-10-02"
"aus_1139","Australia","Melbourne","17.4",42,"145.8",94,"None","Koeppen-A","Arid","Wetland","19.5","31.5","N","Winter","3340135","29097198.64",7,"2025-11-02"
"aus_114","Australia","Sydney","31.2",42,"140.4",405,"None","Koeppen-C","Arid","Grassland","33.3","35.8","SE","Spring","393367","1117367.83",2,"2024-04-23"
"aus_1140","Australia","Melbourne","24.4",26,"50",55,"Hurricane","Koeppen-B","Arid","Grassland","25.7","16.4","N","Winter","1882000","59655089.95",9,"2025-12-02"
"aus_1141","Australia","Melbourne","8.2",59,"115.2",499,"None","Koeppen-D","Arid","Wetland","11.1","4.6","W","Winter","9973538","6304342.59",10,"2025-02-13"
"aus_1142","Australia","Melbourne","0.9",91,"153.7",277,"None","Koeppen-D","Arid","Forest","5.5","2.3","NE","Winter","1911021","63871920.85",1,"2025-02-14"
"aus_1143","Australia","Melbourne","6.1",80,"143.3",369,"None","Koeppen-D","Arid","Tundra","10.1","32.8","E","Winter","3636147","32266376.95",6,"2025-02-15"
"aus_1144","Australia","Melbourne","-2.9",27,"75.8",187,"None","Koeppen-A","Arid","Desert","-1.5","4.1","W","Winter","2270498","46611003.83",10,"2025-02-16"
"aus_1145","Australia","Melbourne","8.7",55,"40.1",419,"None","Koeppen-A","Arid","Grassland","11.4","18.5","SW","Winter","2895923","33367712.83",10,"2025-02-17"
"aus_1146","Australia","Melbourne","44.8",74,"103.4",316,"None","Koeppen-A","Arid","Grassland","48.5","17","S","Winter","8465617","36713950.31",10,"2025-02-18"
"aus_1147","Australia","Melbourne","9.8",94,"82.3",266,"Flood","Koeppen-C","Arid","Desert","14.5","17.7","E","Winter","1069485","93464995.12",7,"2025-02-19"
"aus_1148","Australia","Melbourne","2.4",33,"170.5",325,"None","Koeppen-D","Arid","Wetland","4","17.7","NE","Winter","1939204","40185425.28",8,"2025-02-20"
"aus_1149","Australia","Melbourne","28.7",22,"29.3",95,"None","Koeppen-D","Arid","Desert","29.8","7.4","SE","Winter","3129853","91235978.47",5,"2025-02-21"
"aus_115","Australia","Sydney","-2",44,"13.1",191,"None","Koeppen-A","Arid","Grassland","0.2","34.7","NW","Spring","6101655","22211687.77",1,"2024-04-24"
"aus_1150","Australia","Melbourne","25.9",82,"118.8",245,"None","Koeppen-D","Arid","Wetland","30","38.3","N","Winter","2081073","80826209.84",8,"2025-02-22"
"aus_1151","Australia","Melbourne","11.8",99,"119.9",168,"None","Koeppen-D","Arid","Tundra","16.8","39.3","SE","Winter","8951331","22826589.97",2,"2025-02-23"
"aus_1152","Australia","Melbourne","-3.4",40,"127",76,"None","Koeppen-D","Arid","Wetland","-1.4","16.5","NE","Winter","6410860","69064168.42",2,"2025-02-24"
"aus_1153","Australia","Melbourne","-3.5",28,"124.6",325,"Heatwave","Koeppen-C","Arid","Wetland","-2.1","15.4","SW","Winter","2272749","59989757.77",2,"2025-02-25"
"aus_1154","Australia","Melbourne","20.6",52,"5.4",101,"None","Koeppen-C","Arid","Grassland","23.2","21.6","NW","Winter","8491400","50722172.32",1,"2025-02-26"
"aus_1155","Australia","Melbourne","20.7",21,"178.8",123,"None","Koeppen-D","Arid","Wetland","21.8","24.2","SW","Winter","3126555","43133342.61",10,"2025-02-27"
"aus_1156","Australia","Melbourne","0.5",77,"148.3",358,"None","Koeppen-D","Arid","Tundra","4.3","37.7","NW","Winter","2748565","47894455.28",8,"2025-02-28"
"aus_1157","Australia","Melbourne","36",69,"17.3",272,"None","Koeppen-A","Arid","Tundra","39.5","5","SE","Spring","7901179","61861417.07",3,"2025-01-03"
"aus_1158","Australia","Melbourne","43.2",15,"151.9",251,"Flood","Koeppen-D","Arid","Wetland","44","23.8","S","Spring","6812223","5329749.48",7,"2025-02-03"
"aus_1159","Australia","Melbourne","28.9",78,"174.8",310,"None","Koeppen-C","Arid","Grassland","32.8","21.8","N","Spring","9237692","84938692.67",1,"2025-03-03"
"aus_116","Australia","Sydney","41.2",30,"24.2",10,"Drought","Koeppen-D","Arid","Desert","42.7","32.1","SE","Spring","5553682","92249699.18",3,"2024-04-25"
"aus_1160","Australia","Melbourne","17.2",64,"193.8",85,"None","Koeppen-C","Arid","Wetland","20.4","7.7","N","Spring","197315","18434855.65",1,"2025-04-03"
"aus_1161","Australia","Melbourne","5.8",72,"29.3",265,"None","Koeppen-B","Arid","Forest","9.4","8","SE","Spring","6968181","3700224.82",7,"2025-05-03"
"aus_1162","Australia","Melbourne","33.5",25,"193.5",132,"None","Koeppen-A","Arid","Desert","34.8","35.2","N","Spring","50400","46155170.33",2,"2025-06-03"
"aus_1163","Australia","Melbourne","33.9",42,"46.8",413,"Flood","Koeppen-D","Arid","Tundra","36","10.8","E","Spring","417575","8159365.56",1,"2025-07-03"
"aus_1164","Australia","Melbourne","15.1",91,"90.6",377,"None","Koeppen-D","Arid","Grassland","19.6","8.5","SE","Spring","4155886","7047081.47",1,"2025-08-03"
"aus_1165","Australia","Melbourne","34.5",57,"19",49,"Flood","Koeppen-D","Arid","Wetland","37.4","8.3","SW","Spring","3636854","53893969.19",10,"2025-09-03"
"aus_1166","Australia","Melbourne","31.1",44,"31",482,"None","Koeppen-A","Arid","Tundra","33.3","34.5","W","Spring","1699979","72422734.43",10,"2025-10-03"
"aus_1167","Australia","Melbourne","2.9",30,"51.1",403,"None","Koeppen-C","Arid","Wetland","4.4","5.9","SW","Spring","3942180","48498164.22",4,"2025-11-03"
"aus_1168","Australia","Melbourne","2.1",55,"170.6",470,"None","Koeppen-A","Arid","Tundra","4.8","34.3","SE","Spring","3733299","66143570.47",7,"2025-12-03"
"aus_1169","Australia","Melbourne","40.8",78,"190.3",419,"None","Koeppen-C","Arid","Grassland","44.7","0.5","SE","Spring","9567486","14746796.6",4,"2025-03-13"
"aus_117","Australia","Sydney","-2.8",18,"192.3",203,"Hurricane","Koeppen-A","Arid","Tundra","-1.9","15.8","NE","Spring","5173752","76651596.4",3,"2024-04-26"
"aus_1170","Australia","Melbourne","14.5",64,"87.1",247,"Heatwave","Koeppen-B","Arid","Wetland","17.7","23.5","E","Spring","4339766","53671923.11",3,"2025-03-14"
"aus_1171","Australia","Melbourne","16.3",82,"95.9",374,"None","Koeppen-A","Arid","Grassland","20.4","33.7","S","Spring","4117935","81965226.23",2,"2025-03-15"
"aus_1172","Australia","Melbourne","11",47,"68.4",257,"None","Koeppen-A","Arid","Tundra","13.3","4.2","W","Spring","5746709","32265988.66",6,"2025-03-16"
"aus_1173","Australia","Melbourne","16.3",67,"114.6",262,"None","Koeppen-C","Arid","Tundra","19.7","23.3","W","Spring","5439419","24536013.59",5,"2025-03-17"
"aus_1174","Australia","Melbourne","-0.1",86,"190.6",123,"Heatwave","Koeppen-C","Arid","Tundra","4.2","11.3","SE","Spring","8232363","58932160.44",1,"2025-03-18"
"aus_1175","Australia","Melbourne","38.3",52,"135",154,"Hurricane","Koeppen-D","Arid","Forest","40.9","23.7","NE","Spring","5986910","6015933.67",8,"2025-03-19"
"aus_1176","Australia","Melbourne","44.9",72,"74.2",451,"None","Koeppen-A","Arid","Wetland","48.5","28.8","E","Spring","2761742","30350672.42",5,"2025-03-20"
"aus_1177","Australia","Melbourne","22.6",23,"50.6",279,"None","Koeppen-A","Arid","Forest","23.8","39.6","NW","Spring","2247576","13375644.74",9,"2025-03-21"
"aus_1178","Australia","Melbourne","22.7",27,"19",15,"Heatwave","Koeppen-B","Arid","Grassland","24.1","4.4","N","Spring","7439005","53360145.57",9,"2025-03-22"
"aus_1179","Australia","Melbourne","40.3",30,"68",335,"None","Koeppen-C","Arid","Forest","41.8","8.6","S","Spring","1278342","36642460.14",5,"2025-03-23"
"aus_118","Australia","Sydney","-1.7",17,"44.5",249,"None","Koeppen-D","Arid","Desert","-0.8","19.1","SE","Spring","4102683","67172735.96",5,"2024-04-27"
"aus_1180","Australia","Melbourne","6.4",90,"135.2",168,"None","Koeppen-A","Arid","Forest","10.9","20.3","NE","Spring","5650252","80284083.02",2,"2025-03-24"
"aus_1181","Australia","Melbourne","10.7",33,"45",101,"Heatwave","Koeppen-D","Arid","Wetland","12.3","13.2","NE","Spring","640751","59493984.18",6,"2025-03-25"
"aus_1182","Australia","Melbourne","43.5",19,"69.3",481,"None","Koeppen-C","Arid","Wetland","44.5","37","SE","Spring","743903","59984654.75",1,"2025-03-26"
"aus_1183","Australia","Melbourne","2.4",80,"81.3",462,"None","Koeppen-A","Arid","Forest","6.4","6.7","N","Spring","6123819","37790416.87",5,"2025-03-27"
"aus_1184","Australia","Melbourne","22.4",86,"107.6",442,"Flood","Koeppen-C","Arid","Wetland","26.7","21.9","NW","Spring","8033749","39278604.13",2,"2025-03-28"
"aus_1185","Australia","Melbourne","5.3",29,"29.2",225,"None","Koeppen-D","Arid","Forest","6.8","11.9","SW","Spring","526953","82711056.33",9,"2025-03-29"
"aus_1186","Australia","Melbourne","20.9",69,"127.4",458,"None","Koeppen-B","Arid","Desert","24.3","19","SE","Spring","3545388","59039510.98",6,"2025-03-30"
"aus_1187","Australia","Melbourne","16.4",67,"185.2",174,"None","Koeppen-C","Arid","Tundra","19.8","30.6","W","Spring","2775586","59311644.12",6,"2025-03-31"
"aus_1188","Australia","Melbourne","8.8",51,"14.8",194,"None","Koeppen-C","Arid","Desert","11.4","38.3","SW","Spring","1606326","4145820.5",3,"2025-01-04"
"aus_1189","Australia","Melbourne","8.7",52,"181.1",477,"None","Koeppen-D","Arid","Desert","11.3","9.7","SE","Spring","3060465","13708964.2",10,"2025-02-04"
"aus_119","Australia","Sydney","2.4",35,"125.5",115,"None","Koeppen-C","Arid","Desert","4.2","15.9","NW","Spring","4998929","80824160.06",10,"2024-04-28"
"aus_1190","Australia","Melbourne","19",58,"137.1",20,"None","Koeppen-C","Arid","Forest","21.9","25.2","E","Spring","6728829","94953399.34",4,"2025-03-04"
"aus_1191","Australia","Melbourne","15.2",54,"0.1",36,"None","Koeppen-C","Arid","Wetland","17.9","30","NE","Spring","6595377","35795724.07",1,"2025-04-04"
"aus_1192","Australia","Melbourne","19.9",83,"84.4",294,"None","Koeppen-B","Arid","Desert","24","6.9","SW","Spring","7390921","37995776.56",3,"2025-05-04"
"aus_1193","Australia","Melbourne","32.5",69,"12.2",306,"None","Koeppen-A","Arid","Desert","36","2.3","E","Spring","2997741","76325106.74",9,"2025-06-04"
"aus_1194","Australia","Melbourne","22.5",93,"82",49,"Heatwave","Koeppen-D","Arid","Tundra","27.1","30.3","SW","Spring","3176409","99131160.66",4,"2025-07-04"
"aus_1195","Australia","Melbourne","26",56,"41.3",277,"None","Koeppen-D","Arid","Desert","28.8","17.1","SE","Spring","5475107","49571531.97",3,"2025-08-04"
"aus_1196","Australia","Melbourne","32.9",66,"19.4",170,"None","Koeppen-A","Arid","Forest","36.2","38.2","E","Spring","3301873","27240379.55",3,"2025-09-04"
"aus_1197","Australia","Melbourne","7.6",42,"75.9",58,"None","Koeppen-A","Arid","Tundra","9.7","22.9","NW","Spring","8761096","38723842.01",5,"2025-10-04"
"aus_1198","Australia","Melbourne","24.1",19,"0.7",333,"None","Koeppen-A","Arid","Desert","25.1","19.4","E","Spring","3890355","50707083.07",4,"2025-11-04"
"aus_1199","Australia","Melbourne","14.8",78,"11.5",463,"None","Koeppen-D","Arid","Wetland","18.7","37.6","NE","Spring","265413","18955525.41",1,"2025-12-04"
"aus_12","Australia","Sydney","8.3",43,"161.2",468,"None","Koeppen-B","Arid","Wetland","10.5","11.2","W","Winter","3744674","41089658.84",10,"2024-12-01"
"aus_120","Australia","Sydney","23.4",46,"188.6",221,"None","Koeppen-D","Arid","Grassland","25.7","16.8","W","Spring","4183219","35627624.6",9,"2024-04-29"
"aus_1200","Australia","Melbourne","4",87,"173.2",62,"None","Koeppen-A","Arid","Forest","8.4","34","NE","Spring","1457667","78605261.78",9,"2025-04-13"
"aus_1201","Australia","Melbourne","34.8",72,"99.4",58,"None","Koeppen-B","Arid","Forest","38.4","5.3","NW","Spring","8472701","20197204.77",2,"2025-04-14"
"aus_1202","Australia","Melbourne","26.9",26,"14.2",53,"None","Koeppen-C","Arid","Desert","28.2","21.3","SW","Spring","1145285","83561770.78",1,"2025-04-15"
"aus_1203","Australia","Melbourne","21.1",20,"179.5",285,"Hurricane","Koeppen-B","Arid","Grassland","22.1","33","SW","Spring","8697588","77812710.02",10,"2025-04-16"
"aus_1204","Australia","Melbourne","9.7",52,"187.8",227,"None","Koeppen-D","Arid","Grassland","12.3","0.5","NE","Spring","6761155","85635896.9",3,"2025-04-17"
"aus_1205","Australia","Melbourne","30.6",15,"100",445,"Drought","Koeppen-D","Arid","Wetland","31.4","39.7","S","Spring","7835782","42394540.82",5,"2025-04-18"
"aus_1206","Australia","Melbourne","38.3",90,"97.6",120,"None","Koeppen-B","Arid","Desert","42.8","0.7","N","Spring","7410159","82558609.2",5,"2025-04-19"
"aus_1207","Australia","Melbourne","3.1",79,"20.9",330,"None","Koeppen-B","Arid","Forest","7.1","33.2","E","Spring","4870089","45595359.14",4,"2025-04-20"
"aus_1208","Australia","Melbourne","-0.4",69,"83",463,"None","Koeppen-B","Arid","Desert","3.1","3.9","W","Spring","7083434","51898578.36",8,"2025-04-21"
"aus_1209","Australia","Melbourne","7.5",89,"40.9",441,"None","Koeppen-C","Arid","Wetland","11.9","1.7","SE","Spring","6674976","55897345.48",8,"2025-04-22"
"aus_121","Australia","Sydney","35.5",80,"42.4",296,"None","Koeppen-D","Arid","Grassland","39.5","28.2","NW","Spring","1377562","77069343.67",6,"2024-04-30"
"aus_1210","Australia","Melbourne","44.4",32,"161.2",293,"None","Koeppen-D","Arid","Grassland","46","37.4","S","Spring","3101536","46888968.47",7,"2025-04-23"
"aus_1211","Australia","Melbourne","-7.6",25,"106.1",341,"None","Koeppen-C","Arid","Wetland","-6.3","0.2","N","Spring","1029525","43563888.68",10,"2025-04-24"
"aus_1212","Australia","Melbourne","43.5",47,"168.7",181,"None","Koeppen-B","Arid","Grassland","45.9","4.1","SW","Spring","240004","89912107.46",4,"2025-04-25"
"aus_1213","Australia","Melbourne","39.6",96,"18.5",315,"None","Koeppen-B","Arid","Desert","44.4","15.1","E","Spring","5056082","44660512.65",4,"2025-04-26"
"aus_1214","Australia","Melbourne","-1.7",83,"87.7",102,"None","Koeppen-A","Arid","Wetland","2.5","29.1","SE","Spring","7771452","70913665.48",7,"2025-04-27"
"aus_1215","Australia","Melbourne","38.4",30,"28",204,"Hurricane","Koeppen-A","Arid","Grassland","39.9","12.4","NW","Spring","3222771","42494985.1",1,"2025-04-28"
"aus_1216","Australia","Melbourne","26.9",50,"116.5",475,"Heatwave","Koeppen-B","Arid","Grassland","29.4","24.6","S","Spring","57771","48429023.88",6,"2025-04-29"
"aus_1217","Australia","Melbourne","3",61,"100.1",44,"None","Koeppen-A","Arid","Grassland","6.1","7.6","NW","Spring","5939416","13532259.44",5,"2025-04-30"
"aus_1218","Australia","Melbourne","32.7",75,"151.3",127,"None","Koeppen-C","Arid","Tundra","36.5","34.5","S","Spring","5832039","93042561.16",9,"2025-01-05"
"aus_1219","Australia","Melbourne","-1.1",98,"162.3",272,"None","Koeppen-B","Arid","Forest","3.8","4","N","Spring","6935472","60743475.72",5,"2025-02-05"
"aus_122","Australia","Sydney","3.6",65,"11.1",482,"Flood","Koeppen-B","Arid","Forest","6.8","37.2","S","Spring","1461280","22074937.3",8,"2024-01-05"
"aus_1220","Australia","Melbourne","13.7",55,"150.8",331,"None","Koeppen-A","Arid","Forest","16.4","38.8","SE","Spring","8991167","29388345.52",10,"2025-03-05"
"aus_1221","Australia","Melbourne","-6.2",85,"125.4",112,"None","Koeppen-A","Arid","Tundra","-2","24","SW","Spring","3675988","12650859.62",7,"2025-04-05"
"aus_1222","Australia","Melbourne","6.1",82,"174.8",363,"None","Koeppen-D","Arid","Forest","10.2","8.4","E","Spring","1459136","60417080.69",4,"2025-05-05"
"aus_1223","Australia","Melbourne","27.1",72,"42.9",456,"None","Koeppen-B","Arid","Desert","30.7","37.2","NW","Spring","8216639","35191668.71",1,"2025-06-05"
"aus_1224","Australia","Melbourne","36.7",61,"123.7",170,"None","Koeppen-C","Arid","Tundra","39.8","34.3","NW","Spring","658338","39270450.73",6,"2025-07-05"
"aus_1225","Australia","Melbourne","-2.8",47,"151.5",375,"None","Koeppen-C","Arid","Grassland","-0.4","20.1","SE","Spring","130966","83660406.42",10,"2025-08-05"
"aus_1226","Australia","Melbourne","-4.9",80,"49.6",207,"None","Koeppen-A","Arid","Tundra","-0.9","38.8","S","Spring","3531394","35767650.33",3,"2025-09-05"
"aus_1227","Australia","Melbourne","44.6",18,"150.1",484,"Flood","Koeppen-A","Arid","Forest","45.5","2.6","SW","Spring","2258775","19906918.27",4,"2025-10-05"
"aus_1228","Australia","Melbourne","18.6",78,"85",74,"None","Koeppen-A","Arid","Desert","22.5","31.7","NE","Spring","7141166","5935002.14",2,"2025-11-05"
"aus_1229","Australia","Melbourne","4.7",16,"116.1",351,"None","Koeppen-A","Arid","Grassland","5.5","20","SE","Spring","3617406","59375933.46",1,"2025-12-05"
"aus_123","Australia","Sydney","34.8",27,"14.7",75,"None","Koeppen-A","Arid","Desert","36.1","26","E","Spring","5125326","25487298.2",10,"2024-02-05"
"aus_1230","Australia","Melbourne","35",96,"91.1",206,"None","Koeppen-A","Arid","Wetland","39.8","12.5","NE","Spring","5350009","95258646.18",3,"2025-05-13"
"aus_1231","Australia","Melbourne","36.3",12,"18.6",279,"None","Koeppen-B","Arid","Desert","36.9","2.8","NW","Spring","6231509","92316964.04",1,"2025-05-14"
"aus_1232","Australia","Melbourne","18.6",100,"79.8",268,"None","Koeppen-A","Arid","Wetland","23.6","8.2","NE","Spring","4245125","60343986.63",8,"2025-05-15"
"aus_1233","Australia","Melbourne","-1.7",76,"44.3",220,"Drought","Koeppen-B","Arid","Forest","2.1","15.1","S","Spring","8205861","44036232.6",9,"2025-05-16"
"aus_1234","Australia","Melbourne","32.1",27,"67.3",333,"None","Koeppen-B","Arid","Desert","33.5","5.9","SW","Spring","7528242","44693420.1",8,"2025-05-17"
